FieldType,OriginalValue,AnonymizedValue,Index
Tags,"シーズン商品, シール, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, バレンタインシール, バレンタイン・ホワイトデーラッピング, 円筒ケース, 数量限定, 最大20％OFF, 柄物, 決算セール, 焼き菓子用の箱",一般顧客,671
Tags,"UNIクラフトデコ箱H80&H113&H150, ur-favorite, クラフトカラー, シフォンケーキ箱, デコ箱8号, ホールケーキ8号, ホールケーキ箱",一般顧客,674
Tags,"nwホールケーキ箱, クリスマスアイテム, クリスマス特集, クリスマス限定デザイン, シーズン商品, デコ箱6号, ナチュラルホワイト, ホワイトカラー, ホールケーキ6号, ホールケーキ箱, マット, 保冷剤, 保冷剤スペース付, 数量限定",一般顧客,677
Tags,"nwホールケーキ箱, アウトレットセール, クリスマス特集, クリスマス限定デザイン, グレーカラー, デコ箱6号, ナチュラルホワイト, ホールケーキ6号, ホールケーキ箱, ポイントバック, マット, 保冷剤, 保冷剤スペース付, 数量限定, 決算キャンペーン「感謝祭」, 販売終了予定",一般顧客,681
Tags,"nwホールケーキ箱, クリスマスアイテム, クリスマス特集, クリスマス限定デザイン, シーズン商品, デコ箱5号, ナチュラルホワイト, ホワイトカラー, ホールケーキ5号, ホールケーキ箱, ポイントバック, マット, 保冷剤, 保冷剤スペース付, 数量限定",一般顧客,685
Tags,"【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, 【クリスマス】プチギフト&カットケーキ箱アレンジ, クリスマスアイテム, クリスマスシール, クリスマス特集, シーズン商品, シール, ラッピングアイテム, 円筒ケース, 数量限定, 柄物, 焼き菓子用の箱",一般顧客,688
Tags,"ur-favorite, 【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, 【クリスマス】プチギフト&カットケーキ箱アレンジ, クリスマスアイテム, クリスマスシール, クリスマス特集, シーズン商品, シール, ラッピングアイテム, 円筒ケース, 数量限定, 柄物, 焼き菓子用の箱",一般顧客,692
Tags,"クリスマスアイテム, クリスマス特集, ケーキピック, シーズン商品, 数量限定, 柄物",一般顧客,695
Tags,"クリスマスアイテム, クリスマス特集, ケーキピック, ゴールド, シーズン商品, 数量限定",一般顧客,700
Tags,"oroshi1, アウトレットセール, ケーキフィルム, ホールケーキ7号, 販売終了予定, 透明",一般顧客,711
Tags,"oroshi1, アウトレットセール, ケーキフィルム, ホールケーキ6号, 販売終了予定, 透明",一般顧客,716
Tags,"oroshi1, アウトレットセール, ケーキフィルム, ホールケーキ5号, 販売終了予定, 透明",一般顧客,721
Tags,"oroshi1, ur-favorite, お菓子の袋, マット, 冷凍対応, 耐ピン, 脱酸素剤対応, 透明",一般顧客,728
Tags,"oroshi1, お菓子の袋, バレンタイン&ホワイトデー特集, マット, 脱酸素剤対応, 透明, 防湿性",一般顧客,734
Tags,"oroshi1, お菓子の袋, バレンタイン&ホワイトデー特集, 脱酸素剤対応, 透明, 防湿性",一般顧客,740
Tags,"oroshi1, ur-favorite, サマーキャンペーン, 保冷剤",一般顧客,745
Tags,"アウトレットセール, カットケーキトレー, カットケーキ箱, シルバー, 販売終了予定",一般顧客,750
Tags,"oroshi1, カットケーキトレー, カットケーキ箱, ゴールド, 耐油",一般顧客,758
Tags,"oroshi1, ur-favorite, カットケーキトレー, カットケーキ箱, ゴールド, 耐油",一般顧客,761
Tags,"ショコラボックス, シーズン商品, バレンタイン&ホワイトデーアイテム, ブルー, 数量限定, 最大20％OFF, 決算セール",一般顧客,765
Tags,"こどもの日, サマーキャンペーン, シフォンケーキ箱, デコ箱5号, ホールケーキ5号, ホールケーキ箱, レモンイエロー, 夏限定カラー, 数量限定",一般顧客,770
Tags,"oroshi1, ur-favorite, デコ箱7号, トールデコ箱, ホワイトカラー, ホールケーキ7号, ホールケーキ箱, 大ロットまとめ買い, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱, 高さのあるケーキ箱",一般顧客,775
Tags,"oroshi1, クラフトカラー, 手提げ紙袋, 手提げ袋, 紙袋, 販売終了予定",一般顧客,779
Tags,"アウトレットセール, クラフトカラー, シーズン商品, テイクアウトパッケージ, ハンドルボックス, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, プチギフト, 数量限定, 焼き菓子用の箱, 販売終了予定",一般顧客,784
Tags,"nwタルト箱, oroshi1, 【クリスマス】デコ箱&タルト箱アレンジ, ケーキ箱6号, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, ホールケーキ6号, ホールケーキ箱, 材質変更, 決算キャンペーン「感謝祭」, 焼き菓子用の箱, 箱+トレー+ガゼット袋, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,789
Tags,"oroshi1, ショコラボックス, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, ビターカラー, 小さめ手提げ袋, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,793
Tags,"ショコラボックス, シーズン商品, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, ビターカラー, マット, 数量限定, 最大20％OFF, 決算セール",一般顧客,798
Tags,"nwタルト箱, oroshi1, ur-favorite, 【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, クリスマス特集, ケーキ箱4号, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, ホールケーキ4号, ホールケーキ箱, 材質変更, 決算キャンペーン「感謝祭」, 焼き菓子用の箱, 箱+トレー+ガゼット袋, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,805
Tags,"nwパウンドケーキ&ギフト箱, oroshi1, oroshi2, 【クリスマス】プチギフト&カットケーキ箱アレンジ, お祝いギフト, ギフトボックス&パウンドケーキ箱, ギフト発送_パウンドケーキ, ナチュラルホワイト, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, ホワイトカラー, 大ロットまとめ買い, 材質変更, 焼き菓子用の箱, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,809
Tags,"nwパウンドケーキ&ギフト箱, oroshi1, ur-favorite, 【クリスマス】ギフトアレンジ, お祝いギフト, カップケーキホルダー, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスのみ, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, 大ロットまとめ買い, 材質変更, 母の日&父の日アイテム, 焼き菓子用の箱, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,813
Tags,"60サイズ, hacobo!, oroshi1, oroshi2, ur-favorite, クリスマスアイテム, クリスマス特集, バレンタイン&ホワイトデー特集, ホールケーキ5号, 箱+トレー+ガゼット袋",一般顧客,819
Tags,"60サイズ, hacobo!, ur-favorite, クリスマスアイテム, クリスマス特集, シーズン商品, ホールケーキ5号, 数量限定, 最大20％OFF, 決算セール, 販売終了予定",一般顧客,824
Tags,"nwタルト箱, oroshi1, ur-favorite, 【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, クリスマス特集, ケーキ箱5号, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, ホールケーキ5号, ホールケーキ箱, 材質変更, 決算キャンペーン「感謝祭」, 焼き菓子用の箱, 箱+トレー+ガゼット袋, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,826
Tags,"H105, nwカットケーキ箱, oroshi1, ur-favorite, カットケーキ箱, クリスマス特集, ケーキ箱0.5号, タルト&カットケーキ, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, 保冷剤, 保冷剤スペース付, 材質変更, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,830
Tags,"oroshi1, oroshi2, 【クリスマス】ギフトアレンジ, お祝いギフト, カップケーキホルダー, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスのみ, クラフトカラー, サマーキャンペーン, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, 保冷平袋アレンジ, 大ロットまとめ買い, 母の日&父の日アイテム, 焼き菓子用の箱, 耐水",一般顧客,834
Tags,"oroshi1, oroshi2, 【クリスマス】プチギフト&カットケーキ箱アレンジ, お祝いギフト, ギフトボックス&パウンドケーキ箱, ギフト発送_パウンドケーキ, クラフトカラー, サマーキャンペーン, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, 大ロットまとめ買い, 焼き菓子用の箱, 耐水",一般顧客,837
Tags,"oroshi2, ur-favorite, デコ箱6号, トールデコ箱, ホワイトカラー, ホールケーキ6号, ホールケーキ箱, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱, 高さのあるケーキ箱",一般顧客,840
Tags,"oroshi1, ur-favorite, お菓子の袋, イーグリップ, クラフトカラー, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, 手提げ袋, 焼き菓子用の箱, 紙袋",一般顧客,845
Tags,"oroshi1, ur-favorite, お菓子の袋, イーグリップ, クラフトカラー, ショコラボックス, テイクアウトパッケージ, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, 大ロットまとめ買い, 小さめ手提げ袋, 手提げ袋, 焼き菓子用の箱, 紙袋",一般顧客,850
Tags,"oroshi1, ur-favorite, お菓子の袋, イーグリップ, クラフトカラー, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, 大ロットまとめ買い, 小さめ手提げ袋, 手提げ袋, 焼き菓子用の箱, 紙袋",一般顧客,854
Tags,"oroshi2, ur-favorite, デコ箱5号, トールデコ箱, ホワイトカラー, ホールケーキ5号, ホールケーキ箱, 手提げ付ホールケーキ&タルト箱, 春セール, 最大15％OFF, 白ムジデコ箱, 高さのあるケーキ箱",一般顧客,858
Tags,"80サイズ, hacobo!, oroshi1, ur-favorite, バレンタイン&ホワイトデー特集, ホールケーキ6号, 箱+トレー+ガゼット袋",一般顧客,862
Tags,"80サイズ, hacobo!, oroshi1, ur-favorite, バレンタイン&ホワイトデー特集, ホールケーキ5号, 箱+トレー+ガゼット袋",一般顧客,866
Tags,"UNIクラフトデコ箱H80&H113&H150, ur-favorite, クラフトカラー, クラフトデコ箱&透明バッグ, シフォンケーキ箱, デコ箱7号, ホールケーキ7号, ホールケーキ箱",一般顧客,870
Tags,"oroshi1, ur-favorite, お菓子の袋, クラフトカラー, バレンタイン&ホワイトデー特集, 焼き菓子用の箱, 紙袋",一般顧客,873
Tags,"oroshi1, お菓子の袋, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, プチギフト, ホワイトカラー, 円筒ケース, 焼き菓子用の箱, 紙袋",一般顧客,881
Tags,"oroshi2, ur-favorite, シフォンケーキ箱, デコ箱4号, トールデコ箱, ホワイトカラー, ホールケーキ3号・4号, ホールケーキ4号, ホールケーキ箱, 大ロットまとめ買い, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱, 高さのあるケーキ箱",一般顧客,886
Tags,"KAGOmarche, ホワイトバーチ&フレーム, 直送商品",一般顧客,894
Tags,"KAGOmarche, フェミニンバスケット, 直送商品",一般顧客,908
Tags,"KAGOmarche, ウィローバスケット, 直送商品",一般顧客,913
Tags,"KAGOmarche, フェミニンバスケット, 直送商品, 販売終了予定",一般顧客,921
Tags,"KAGOmarche, フェミニンバスケット, 春セール, 最大10%OFF, 直送商品",一般顧客,925
Tags,"KAGOmarche, ブリキ, 直送商品",一般顧客,934
Tags,"oroshi1, oroshi2, お菓子の袋, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, ホワイトプルーフ, ホールケーキ6号, 冷凍対応, 常温発送_UNIシリーズ, 箱+トレー+ガゼット袋, 耐ピン, 脱酸素剤対応, 透明",一般顧客,941
Tags,"oroshi1, ur-favorite, お菓子の袋, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, バレンタイン&ホワイトデー特集, ホワイトプルーフ, ホールケーキ5号, 冷凍・冷蔵発送_プルーフ, 冷凍対応, 常温発送_UNIシリーズ, 箱+トレー+ガゼット袋, 耐ピン, 脱酸素剤対応, 透明",一般顧客,946
Tags,"oroshi1, oroshi2, ur-favorite, お菓子の袋, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, バレンタイン&ホワイトデー特集, ホワイトプルーフ, ホールケーキ4号, 冷凍・冷蔵発送_プルーフ, 冷凍対応, 常温発送_UNIシリーズ, 箱+トレー+ガゼット袋, 耐ピン, 脱酸素剤対応, 透明",一般顧客,950
Tags,"oroshi1, ur-favorite, お菓子の袋, ギフトボックス&パウンドケーキ箱, ギフト発送_パウンドケーキ, バレンタイン&ホワイトデー特集, パウンドケーキ箱, 冷凍対応, 耐ピン, 脱酸素剤対応, 透明",一般顧客,954
Tags,"KAGOmarche, ワイヤーバスケット, 直送商品",一般顧客,963
Tags,"oroshi1, ur-favorite, ホワイトプラトレー, ホールケーキ7号, ホールケーキトレー, ホールケーキトレー7号",一般顧客,998
Tags,"KAGOmarche, ウッドバスケット, 直送商品",一般顧客,1002
Tags,"oroshi1, ur-favorite, ホワイトプラトレー, ホールケーキ6号, ホールケーキトレー, ホールケーキトレー6号",一般顧客,1007
Tags,"80サイズ, hacobo!, oroshi1, ur-favorite, バレンタイン&ホワイトデー特集, ホールケーキ7号",一般顧客,1011
Tags,"oroshi1, ur-favorite, ホワイトプラトレー, ホールケーキ5号, ホールケーキトレー, ホールケーキトレー5号",一般顧客,1015
Tags,"ur-favorite, クリスマス特集, デコ箱6号, トールデコ箱, ホワイトカラー, ホールケーキ6号, ホールケーキ箱, 白ムジデコ箱, 高さのあるケーキ箱",一般顧客,1019
Tags,"oroshi1, oroshi2, ur-favorite, ゴールド, ゴールド紙トレー, ホールケーキ5号, ホールケーキトレー, ホールケーキトレー5号, 大ロットまとめ買い",一般顧客,1023
Tags,"H105, nwカットケーキ箱, oroshi1, ur-favorite, カットケーキ箱, クリスマス特集, ケーキ箱3号, タルト&カットケーキ, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, 保冷剤, 保冷剤スペース付, 大ロットまとめ買い, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,1028
Tags,"oroshi1, oroshi2, ur-favorite, ゴールド, ゴールド紙トレー, ホールケーキ4号, ホールケーキトレー, ホールケーキトレー4号, 大ロットまとめ買い",一般顧客,1033
Tags,"H105, nwカットケーキ箱, oroshi1, ur-favorite, カットケーキ箱, カップケーキホルダー, クリスマス特集, ケーキ箱2号, タルト&カットケーキ, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, 保冷剤, 保冷剤スペース付, 材質変更, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,1037
Tags,"H105, nwカットケーキ箱, ur-favorite, カットケーキ箱, クリスマス特集, ケーキ箱1号, タルト&カットケーキ, ナチュラルホワイト, バレンタイン&ホワイトデー特集, ホワイトカラー, 保冷剤, 保冷剤スペース付, 材質変更, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,1041
Tags,"oroshi1, ur-favorite, クラフトカラー, クリスマス特集, トール用紙袋, ホールケーキ5号, ホールケーキ6号, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1045
Tags,"oroshi2, ur-favorite, クリスマス特集, デコ箱5号, トールデコ箱, ホワイトカラー, ホールケーキ5号, ホールケーキ箱, 白ムジデコ箱, 高さのあるケーキ箱",一般顧客,1050
Tags,"oroshi1, oroshi2, ur-favorite, 【クリスマス】プチギフト&カットケーキ箱アレンジ, ギフトボックス&パウンドケーキ箱, クリスマス特集, グレーカラー, サマーキャンペーン, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, ミストグレー, 大ロットまとめ買い, 焼き菓子用の箱",一般顧客,1054
Tags,"oroshi1, oroshi2, ur-favorite, 【クリスマス】プチギフト&カットケーキ箱アレンジ, お祝いギフト, ギフトボックス&パウンドケーキ箱, ギフト発送_パウンドケーキ, クリスマス特集, グレーカラー, サマーキャンペーン, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, ミストグレー, 大ロットまとめ買い, 焼き菓子用の箱",一般顧客,1059
Tags,"【クリスマス】プチギフト&カットケーキ箱アレンジ, クリスマスアイテム, クリスマス特集, テイクアウトパッケージ, パウンドケーキ箱, レッドカラー, 最大20％OFF, 母の日&父の日アイテム, 決算セール, 焼き菓子用の箱",一般顧客,1062
Tags,"oroshi1, ゴールド, ホールケーキトレー, ロールケーキトレーH150, ロールケーキ箱, ロールケーキ箱H150, 数量限定",一般顧客,1066
Tags,"oroshi1, ギフトボックス&パウンドケーキ箱, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, ホワイトカラー, ロールケーキ箱, 手提げ紙袋, 手提げ袋, 紙袋, 販売終了予定",一般顧客,1071
Tags,"ギフトボックス&パウンドケーキ箱, クラフトカラー, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, ロールケーキ箱, 手提げ紙袋, 手提げ袋, 紙袋, 販売終了予定",一般顧客,1076
Tags,"oroshi1, oroshi2, ur-favorite, 【クリスマス】ギフトアレンジ, お祝いギフト, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスのみ, クリスマス特集, グレーカラー, サマーキャンペーン, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, ミストグレー, 大ロットまとめ買い, 春セール, 最大15％OFF, 母の日&父の日アイテム, 焼き菓子用の箱",一般顧客,1081
Tags,"oroshi1, oroshi2, ur-favorite, ゴールド, ゴールド紙トレー, ホールケーキ4.5号, ホールケーキトレー, ホールケーキトレー4.5号",一般顧客,1084
Tags,"oroshi1, ur-favorite, ホワイトプラトレー, ホールケーキ4.5号, ホールケーキトレー, ホールケーキトレー4.5号",一般顧客,1088
Tags,"oroshi1, oroshi2, ur-favorite, デコ箱4号, ホワイトカラー, ホールケーキ3号・4号, ホールケーキ4号, ホールケーキ箱, 大ロットまとめ買い, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱",一般顧客,1092
Tags,"oroshi1, ur-favorite, 【クリスマス】ギフトアレンジ, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスのみ, クリスマス特集, テイクアウトパッケージ, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, ビターカラー, 大ロットまとめ買い, 焼き菓子用の箱",一般顧客,1095
Tags,"oroshi1, oroshi2, ur-favorite, アウトレットセール, カップケーキホルダー, クラフトカラー, テイクアウトパッケージ, 焼き菓子用の箱, 耐水, 販売終了予定",一般顧客,1100
Tags,"ur-favorite, 【クリスマス】ギフトアレンジ, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスのみ, クリスマスアイテム, クリスマス特集, テイクアウトパッケージ, レッドカラー, 母の日&父の日アイテム, 焼き菓子用の箱",一般顧客,1105
Tags,"ur-favorite, デコ箱6号, ホワイトカラー, ホールケーキ6号, ホールケーキ箱, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱",一般顧客,1108
Tags,"oroshi1, oroshi2, 【クリスマス】プチギフト&カットケーキ箱アレンジ, ギフトボックス&パウンドケーキ箱, ギフト発送_パウンドケーキ, クリスマス特集, テイクアウトパッケージ, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, ビターカラー, 大ロットまとめ買い, 焼き菓子用の箱",一般顧客,1112
Tags,"oroshi1, oroshi2, ur-favorite, 【クリスマス】プチギフト&カットケーキ箱アレンジ, ギフトボックス&パウンドケーキ箱, クラフトカラー, クリスマス特集, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, 大ロットまとめ買い, 焼き菓子用の箱",一般顧客,1115
Tags,"oroshi1, oroshi2, 【クリスマス】プチギフト&カットケーキ箱アレンジ, お祝いギフト, ギフトボックス&パウンドケーキ箱, ギフト発送_パウンドケーキ, クラフトカラー, クリスマス特集, テイクアウトパッケージ, バレンタイン&ホワイトデー特集, パウンドケーキ箱, パウンド・ロール用紙袋, 大ロットまとめ買い, 焼き菓子用の箱",一般顧客,1118
Tags,"60サイズ, hacobo!, oroshi1, ur-favorite, ギフト発送_パウンドケーキ, ショコラボックス, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, 冷凍・冷蔵発送_プルーフ",一般顧客,1121
Tags,"oroshi1, ur-favorite, シフォンケーキ箱, デコ箱7号, ホワイトカラー, ホールケーキ7号, ホールケーキ箱, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱",一般顧客,1125
Tags,"ur-favorite, シフォンケーキ箱, デコ箱6号, ホワイトカラー, ホールケーキ6号, ホールケーキ箱, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱",一般顧客,1129
Tags,"oroshi1, oroshi2, UNIプルーフ, ur-favorite, 【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, お祝いギフト, クラフトカラー, クリスマス特集, ケーキ箱5号, サマーキャンペーン, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, ホールケーキ5号, ホールケーキ箱, 保冷平袋アレンジ, 冷凍・冷蔵発送_プルーフ, 焼き菓子用の箱, 箱+トレー+ガゼット袋, 耐水",一般顧客,1132
Tags,"UNIクラフトデコ箱H80&H113, UNIクラフトデコ箱H80&H113&H150, ur-favorite, カップケーキホルダー, クラフトカラー, クラフトデコ箱&透明バッグ, シフォンケーキ箱, タルト・チーズケーキ・パン用箱, デコ箱5号, ホールケーキ5号, ホールケーキ箱, 保冷平袋アレンジ, 焼き菓子・ギフト用箱, 焼き菓子用の箱, 箱+トレー+ガゼット袋",一般顧客,1136
Tags,"60サイズ, hacobo!, oroshi1, ur-favorite, バレンタイン&ホワイトデー特集, ホールケーキ5号, 箱+トレー+ガゼット袋",一般顧客,1139
Tags,"oroshi1, ur-favorite, サマーキャンペーン, 保冷バッグ, 保冷剤, 手提げ袋, 透明バッグ&保冷バッグ",一般顧客,1144
Tags,"oroshi1, ur-favorite, クラフトデコ箱&透明バッグ, ホールケーキ6号, ホールケーキ7号, ポリ袋, 大ロットまとめ買い, 手提げ袋, 透明, 透明バッグ, 透明バッグ&保冷バッグ",一般顧客,1154
Tags,"oroshi1, ur-favorite, クラフトデコ箱&透明バッグ, ホールケーキ5号, ホールケーキ6号, ポリ袋, 大ロットまとめ買い, 手提げ袋, 透明, 透明バッグ, 透明バッグ&保冷バッグ",一般顧客,1159
Tags,"oroshi1, ur-favorite, カットケーキ箱, クラフトデコ箱&透明バッグ, ポリ袋, ロールケーキ箱, 大ロットまとめ買い, 手提げ袋, 透明, 透明バッグ, 透明バッグ&保冷バッグ",一般顧客,1163
Tags,"oroshi1, ur-favorite, カットケーキ箱, クラフトデコ箱&透明バッグ, ホールケーキ4号, ポリ袋, 大ロットまとめ買い, 手提げ袋, 見せるパッケージ, 透明, 透明バッグ, 透明バッグ&保冷バッグ",一般顧客,1167
Tags,"【クリスマス】デコ箱&タルト箱アレンジ, クリスマスアイテム, クリスマス特集, シーズン商品, デコ箱4号, フランボワーズ, ホールケーキ3号・4号, ホールケーキ4号, ホールケーキ箱, レッドカラー, 数量限定, 最大20％OFF, 決算セール",一般顧客,1171
Tags,"ゴールド, ホールケーキトレー, ロールケーキトレーH150, ロールケーキ箱, ロールケーキ箱H150",一般顧客,1176
Tags,"oroshi1, デコ箱5号, ホワイトカラー, ホールケーキ5号, ホールケーキ箱, 大ロットまとめ買い, 手提げ付ホールケーキ&タルト箱, 白ムジデコ箱",一般顧客,1180
Tags,"nw紙トレーリニューアル, ナチュラルホワイト, ホワイト紙トレー, ホールケーキ4.5号, ホールケーキトレー, ホールケーキトレー4.5号, マット, 材質変更, 箱+トレー+ガゼット袋, 軽くてエコ、白の新定番「ナチュラルホワイト」",一般顧客,1184
Tags,"クリスマス早割, クリスマス早割対象品",一般顧客,1191
Tags,"oroshi1, oroshi2, ur-favorite, ゴールド, ゴールド紙トレー, ホールケーキ7号, ホールケーキトレー, ホールケーキトレー7号, 大ロットまとめ買い",一般顧客,1204
Tags,"oroshi1, oroshi2, ur-favorite, ゴールド, ゴールド紙トレー, ホールケーキ6号, ホールケーキトレー, ホールケーキトレー6号, 大ロットまとめ買い",一般顧客,1210
Tags,"oroshi1, oroshi2, UNIプルーフ, ur-favorite, 【クリスマス】ギフトアレンジ, 【クリスマス】デコ箱&タルト箱アレンジ, お祝いギフト, クラフトカラー, クリスマスアイテム, クリスマス特集, ケーキ箱4号, サマーキャンペーン, タルト&カットケーキ, タルト・チーズケーキ・パン用箱, バレンタイン&ホワイトデーアイテム, バレンタイン&ホワイトデー特集, ホールケーキ4号, ホールケーキ箱, 保冷平袋アレンジ, 冷凍・冷蔵発送_プルーフ, 春セール, 最大15％OFF, 焼き菓子用の箱, 箱+トレー+ガゼット袋, 耐水",一般顧客,1368
Tags,クリスマス早割,一般顧客,1371
Tags,"アウトレットセール, 手提げ紙袋, 紙袋, 販売終了予定",一般顧客,1380
Tags,"oroshi1, ホワイトカラー, マット, 手提げ紙袋, 手提げ袋, 最大20％OFF, 決算セール, 紙袋",一般顧客,1385
Tags,"oroshi1, oroshi2, グレーカラー, パウンドケーキ箱, パウンド・ロール用紙袋, マット, ロールケーキ箱, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1389
Tags,"oroshi1, oroshi2, グレーカラー, マット, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1394
Tags,"oroshi1, oroshi2, ur-favorite, パウンドケーキ箱, パウンド・ロール用紙袋, ホワイトカラー, マット, ロールケーキ箱, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1404
Tags,"oroshi1, oroshi2, ur-favorite, ホワイトカラー, マット, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1408
Tags,"oroshi1, oroshi2, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1415
Tags,"oroshi1, oroshi2, ur-favorite, 手提げ紙袋, 手提げ袋, 紙袋",一般顧客,1419
Tags,"oroshi1, oroshi2, oroshi3, ur-favorite, カップ, サマーキャンペーン, スペーサーセット, テイクアウトパッケージ, 耐水",一般顧客,1424
Tags,サマーキャンペーン,一般顧客,1434
Tags,"サマーキャンペーン, 保冷剤",一般顧客,1437
Tags,"アイスカップ用蓋, サマーキャンペーン, テイクアウトパッケージ, 透明, 透明カップ&アイスカップ",一般顧客,1453
Tags,"アイスカップ, クラフトカラー, サマーキャンペーン, テイクアウトパッケージ, 透明カップ&アイスカップ",一般顧客,1458
Tags,"ur-favorite, アイスカップ, クラフトカラー, サマーキャンペーン, テイクアウトパッケージ, 透明カップ&アイスカップ",一般顧客,1463
Tags,"サマーキャンペーン, ストロー, テイクアウトパッケージ, ドリンクカップ, ブラック, 最大20％OFF, 決算セール, 透明カップ&アイスカップ",一般顧客,1479
Tags,"サマーキャンペーン, テイクアウトパッケージ, ドリンクカップ, 透明, 透明カップ&アイスカップ, 透明カップ用蓋",一般顧客,1489
Tags,"サマーキャンペーン, テイクアウトパッケージ, ドリンクカップ, 透明, 透明カップ, 透明カップ&アイスカップ",一般顧客,1500
Tags,"hacobo!, oroshi1, クラフトカラー, 最大20％OFF, 決算セール",一般顧客,1515
Tags,"ur-favorite, お祝いギフト, エコクラフト, ギフトボックス, ギフトボックス&ギフトM, ギフトボックス&パウンドケーキ箱, ギフトボックスL, クラフトカラー, 焼き菓子用の箱",一般顧客,1522
